
[Gradient Statistics for Epoch 1]
xlstm.layers.0.slstm.layer_norm.weight   | mean: -1.56764e+00 | std:  4.53015e+01 | min: -1.14932e+02 | max:  1.52278e+02
xlstm.layers.0.mlstm.Wk.block.bias       | mean: -2.19894e-01 | std:  2.96338e+01 | min: -1.92250e+02 | max:  1.34000e+02
xlstm.layers.0.mlstm.Wv.block.weight     | mean: -1.38206e-01 | std:  1.67749e+01 | min: -1.92500e+02 | max:  2.08375e+02
xlstm.layers.0.mlstm.Wv.block.bias       | mean:  1.68718e+00 | std:  2.12693e+01 | min: -7.91250e+01 | max:  1.43500e+02
xlstm.layers.0.mlstm.Wi.weight           | mean:  3.17857e-02 | std:  9.02986e-01 | min: -2.54531e+01 | max:  1.70625e+01
xlstm.layers.0.mlstm.Wi.bias             | mean: -3.20774e-01 | std:  2.84825e+00 | min: -2.48594e+01 | max:  1.93906e+01
xlstm.layers.0.mlstm.Wf.weight           | mean:  1.10644e+01 | std:  8.34889e+01 | min: -4.64000e+02 | max:  4.02250e+02
xlstm.layers.0.mlstm.Wf.bias             | mean: -9.73792e+01 | std:  3.58228e+02 | min: -1.45000e+03 | max:  1.79800e+03
xlstm.layers.0.mlstm.Wo.weight           | mean: -7.85162e+00 | std:  1.10859e+02 | min: -5.94500e+02 | max:  5.27000e+02
xlstm.layers.0.mlstm.Wo.bias             | mean: -4.04454e+01 | std:  1.55201e+02 | min: -8.93500e+02 | max:  6.72000e+02
classifier.weight                        | mean:  1.94095e-02 | std:  9.98322e+02 | min: -4.37600e+03 | max:  5.18000e+03
classifier.bias                          | mean: -6.96429e-02 | std:  3.53273e+03 | min: -8.31200e+03 | max:  6.69600e+03

[Gradient Statistics for Epoch 12]
xlstm.layers.0.slstm.layer_norm.weight   | mean: -5.15706e+00 | std:  1.41819e+02 | min: -5.29180e+02 | max:  3.91659e+02
xlstm.layers.0.slstm.layer_norm.bias     | mean: -1.06977e+00 | std:  1.11666e+02 | min: -3.85703e+02 | max:  2.93307e+02
xlstm.layers.0.slstm.causal_conv.conv.weight | mean: -6.75208e+01 | std:  8.96538e+02 | min: -1.95300e+03 | max:  1.54200e+03
xlstm.layers.0.slstm.causal_conv.conv.bias | mean:  5.78482e+02 | std:  2.30297e+03 | min: -3.16600e+03 | max:  3.34200e+03
xlstm.layers.0.slstm.Wz.block.weight     | mean: -2.02893e+00 | std:  1.87122e+03 | min: -3.52320e+04 | max:  1.63280e+04
xlstm.layers.0.slstm.Wz.block.bias       | mean:  7.63519e+01 | std:  2.63720e+03 | min: -1.06720e+04 | max:  2.00320e+04
xlstm.layers.0.slstm.Wi.block.weight     | mean:  9.42018e+00 | std:  6.72130e+01 | min: -3.42250e+02 | max:  5.16000e+02
xlstm.layers.0.slstm.Wi.block.bias       | mean: -5.12965e+01 | std:  3.11887e+02 | min: -2.00900e+03 | max:  1.19000e+03
xlstm.layers.0.slstm.Wf.block.weight     | mean:  9.88065e+00 | std:  6.54510e+01 | min: -3.68000e+02 | max:  4.71000e+02
xlstm.layers.0.slstm.Wf.block.bias       | mean: -5.51973e+01 | std:  3.07341e+02 | min: -1.81500e+03 | max:  1.37900e+03
xlstm.layers.0.slstm.Wo.block.weight     | mean: -1.33070e+00 | std:  2.33726e+02 | min: -3.44800e+03 | max:  1.95300e+03
xlstm.layers.0.slstm.Wo.block.bias       | mean: -3.82219e+01 | std:  3.10687e+02 | min: -1.70900e+03 | max:  2.18000e+03
xlstm.layers.0.slstm.Rz.block.weight     | mean:  4.37766e+00 | std:  7.28711e+02 | min: -1.16080e+04 | max:  1.12800e+04
xlstm.layers.0.slstm.Rz.block.bias       | mean:  7.63519e+01 | std:  2.63720e+03 | min: -1.06720e+04 | max:  2.00320e+04
xlstm.layers.0.slstm.Ri.block.weight     | mean: -7.05701e-01 | std:  8.44857e+01 | min: -9.04500e+02 | max:  9.48000e+02
xlstm.layers.0.slstm.Ri.block.bias       | mean: -5.12965e+01 | std:  3.11887e+02 | min: -2.00900e+03 | max:  1.19000e+03
xlstm.layers.0.slstm.Rf.block.weight     | mean: -2.82665e-01 | std:  8.36064e+01 | min: -8.61500e+02 | max:  9.07000e+02
xlstm.layers.0.slstm.Rf.block.bias       | mean: -5.51973e+01 | std:  3.07341e+02 | min: -1.81500e+03 | max:  1.37900e+03
xlstm.layers.0.slstm.Ro.block.weight     | mean: -7.50294e-01 | std:  8.65567e+01 | min: -1.15200e+03 | max:  1.11800e+03
xlstm.layers.0.slstm.Ro.block.bias       | mean: -3.82219e+01 | std:  3.10687e+02 | min: -1.70900e+03 | max:  2.18000e+03
xlstm.layers.0.mlstm.layer_norm.weight   | mean: -1.23893e+01 | std:  2.62785e+02 | min: -1.43512e+03 | max:  5.97712e+02
xlstm.layers.0.mlstm.layer_norm.bias     | mean:  1.22463e+01 | std:  2.37961e+02 | min: -7.18935e+02 | max:  9.47390e+02
xlstm.layers.0.mlstm.causal_conv.conv.weight | mean: -8.32232e+01 | std:  9.65488e+02 | min: -2.09600e+03 | max:  1.08800e+03
xlstm.layers.0.mlstm.causal_conv.conv.bias | mean:  3.42500e+02 | std:  1.30576e+03 | min: -2.08000e+03 | max:  2.12800e+03
xlstm.layers.0.mlstm.Wk.block.weight     | mean: -1.57924e-01 | std:  1.16090e+01 | min: -1.89375e+02 | max:  1.57750e+02
xlstm.layers.0.mlstm.Wk.block.bias       | mean:  9.06712e-01 | std:  5.03756e+01 | min: -2.51500e+02 | max:  6.62500e+02
xlstm.layers.0.mlstm.Wv.block.weight     | mean: -1.70690e-01 | std:  2.35302e+01 | min: -3.29750e+02 | max:  2.32375e+02
xlstm.layers.0.mlstm.Wv.block.bias       | mean:  8.94425e-01 | std:  3.38444e+01 | min: -2.22500e+02 | max:  2.02750e+02
xlstm.layers.0.mlstm.Wi.weight           | mean:  7.68016e-02 | std:  1.26774e+00 | min: -1.61094e+01 | max:  1.94062e+01
xlstm.layers.0.mlstm.Wi.bias             | mean: -5.08618e-01 | std:  5.34118e+00 | min: -7.04375e+01 | max:  2.50000e+01
xlstm.layers.0.mlstm.Wf.weight           | mean:  1.42605e+01 | std:  1.20831e+02 | min: -1.02400e+03 | max:  8.62500e+02
xlstm.layers.0.mlstm.Wf.bias             | mean: -1.07812e+02 | std:  5.02431e+02 | min: -3.34400e+03 | max:  2.62800e+03
xlstm.layers.0.mlstm.Wo.weight           | mean: -4.51765e-01 | std:  1.56160e+02 | min: -2.45800e+03 | max:  1.36000e+03
xlstm.layers.0.mlstm.Wo.bias             | mean: -3.34563e+01 | std:  2.13500e+02 | min: -1.02900e+03 | max:  1.61700e+03
classifier.weight                        | mean: -2.10135e-04 | std:  1.01267e+03 | min: -5.18800e+03 | max:  5.95600e+03
classifier.bias                          | mean: -3.11384e-02 | std:  3.59423e+03 | min: -1.29920e+04 | max:  4.72000e+03

[Gradient Statistics for Epoch 13]
xlstm.layers.0.slstm.layer_norm.weight   | mean: -1.23907e+01 | std:  1.33452e+02 | min: -6.80055e+02 | max:  3.45141e+02
xlstm.layers.0.slstm.layer_norm.bias     | mean: -7.09773e-01 | std:  1.02157e+02 | min: -3.30727e+02 | max:  2.40746e+02
xlstm.layers.0.slstm.causal_conv.conv.weight | mean:  5.39302e+01 | std:  8.13948e+02 | min: -2.06200e+03 | max:  1.69700e+03
xlstm.layers.0.slstm.causal_conv.conv.bias | mean: -2.28571e+00 | std:  2.00239e+03 | min: -3.42600e+03 | max:  2.64400e+03
xlstm.layers.0.slstm.Wz.block.weight     | mean:  8.41202e+00 | std:  1.55253e+03 | min: -1.31280e+04 | max:  1.39520e+04
xlstm.layers.0.slstm.Wz.block.bias       | mean: -3.58632e+01 | std:  2.40795e+03 | min: -9.44000e+03 | max:  9.60800e+03
xlstm.layers.0.slstm.Wi.block.weight     | mean:  1.93417e+00 | std:  5.89007e+01 | min: -3.20750e+02 | max:  2.10250e+02
xlstm.layers.0.slstm.Wi.block.bias       | mean: -1.03937e+01 | std:  2.74883e+02 | min: -8.22500e+02 | max:  1.13700e+03
xlstm.layers.0.slstm.Wf.block.weight     | mean:  4.44682e+00 | std:  5.78443e+01 | min: -3.13250e+02 | max:  2.74750e+02
xlstm.layers.0.slstm.Wf.block.bias       | mean: -2.41432e+01 | std:  2.73063e+02 | min: -1.07700e+03 | max:  1.20400e+03
xlstm.layers.0.slstm.Wo.block.weight     | mean: -3.20657e+00 | std:  2.03657e+02 | min: -1.21400e+03 | max:  1.14600e+03
xlstm.layers.0.slstm.Wo.block.bias       | mean: -7.54733e+00 | std:  2.92892e+02 | min: -8.12500e+02 | max:  1.44600e+03
xlstm.layers.0.slstm.Rz.block.weight     | mean: -1.85299e+00 | std:  6.96282e+02 | min: -7.61600e+03 | max:  6.65600e+03
xlstm.layers.0.slstm.Rz.block.bias       | mean: -3.58632e+01 | std:  2.40795e+03 | min: -9.44000e+03 | max:  9.60800e+03
xlstm.layers.0.slstm.Ri.block.weight     | mean:  6.62848e-01 | std:  8.03986e+01 | min: -5.94500e+02 | max:  5.24000e+02
xlstm.layers.0.slstm.Ri.block.bias       | mean: -1.03937e+01 | std:  2.74883e+02 | min: -8.22500e+02 | max:  1.13700e+03
xlstm.layers.0.slstm.Rf.block.weight     | mean:  9.46510e-01 | std:  8.02366e+01 | min: -5.93000e+02 | max:  5.21500e+02
xlstm.layers.0.slstm.Rf.block.bias       | mean: -2.41432e+01 | std:  2.73063e+02 | min: -1.07700e+03 | max:  1.20400e+03
xlstm.layers.0.slstm.Ro.block.weight     | mean:  7.33081e-01 | std:  8.75075e+01 | min: -7.72000e+02 | max:  5.90500e+02
xlstm.layers.0.slstm.Ro.block.bias       | mean: -7.54733e+00 | std:  2.92892e+02 | min: -8.12500e+02 | max:  1.44600e+03
xlstm.layers.0.mlstm.layer_norm.weight   | mean: -2.11592e+01 | std:  2.31146e+02 | min: -7.86028e+02 | max:  1.19756e+03
xlstm.layers.0.mlstm.layer_norm.bias     | mean: -1.98246e+00 | std:  2.12973e+02 | min: -7.57482e+02 | max:  7.24279e+02
xlstm.layers.0.mlstm.causal_conv.conv.weight | mean: -9.03088e+01 | std:  8.59577e+02 | min: -2.75000e+03 | max:  1.13900e+03
xlstm.layers.0.mlstm.causal_conv.conv.bias | mean: -4.26429e+01 | std:  1.52031e+03 | min: -2.21400e+03 | max:  1.76500e+03
xlstm.layers.0.mlstm.Wk.block.weight     | mean:  6.71015e-02 | std:  8.44038e+00 | min: -1.17000e+02 | max:  7.72500e+01
xlstm.layers.0.mlstm.Wk.block.bias       | mean: -5.33947e-01 | std:  3.34686e+01 | min: -2.14625e+02 | max:  2.79750e+02
xlstm.layers.0.mlstm.Wv.block.weight     | mean: -3.48074e-01 | std:  1.93317e+01 | min: -2.58250e+02 | max:  2.19875e+02
xlstm.layers.0.mlstm.Wv.block.bias       | mean: -7.51037e-01 | std:  3.20720e+01 | min: -2.59750e+02 | max:  1.28000e+02
xlstm.layers.0.mlstm.Wi.weight           | mean:  1.14372e-03 | std:  9.89060e-01 | min: -1.53359e+01 | max:  1.10391e+01
xlstm.layers.0.mlstm.Wi.bias             | mean: -2.86417e-02 | std:  3.80135e+00 | min: -3.16250e+01 | max:  3.92188e+01
xlstm.layers.0.mlstm.Wf.weight           | mean:  6.08521e+00 | std:  1.09885e+02 | min: -1.05100e+03 | max:  7.70500e+02
xlstm.layers.0.mlstm.Wf.bias             | mean: -4.96477e+01 | std:  4.51335e+02 | min: -1.78800e+03 | max:  1.96600e+03
xlstm.layers.0.mlstm.Wo.weight           | mean: -1.46213e+00 | std:  1.45618e+02 | min: -9.46500e+02 | max:  1.05800e+03
xlstm.layers.0.mlstm.Wo.bias             | mean: -1.47922e+01 | std:  2.08783e+02 | min: -7.01500e+02 | max:  9.33500e+02
classifier.weight                        | mean: -3.08936e-04 | std:  1.13929e+03 | min: -5.42800e+03 | max:  6.96400e+03
classifier.bias                          | mean:  5.35714e-03 | std:  3.47089e+03 | min: -9.68800e+03 | max:  6.56400e+03
