
[Gradient Statistics for Epoch 1]
xlstm.layers.0.slstm.layer_norm.weight   | mean: -3.37321e+00 | std:  2.86956e+01 | min: -1.05234e+02 | max:  6.15710e+01
classifier.bias                          | mean: -8.85417e-02 | std:  7.52693e+02 | min: -1.70900e+03 | max:  1.39100e+03

[Gradient Statistics for Epoch 22]
xlstm.layers.0.slstm.layer_norm.weight   | mean: -8.21684e+00 | std:  6.61787e+01 | min: -1.74961e+02 | max:  1.49520e+02
xlstm.layers.0.slstm.layer_norm.bias     | mean:  1.67327e+01 | std:  2.32772e+01 | min: -2.49296e+01 | max:  6.64329e+01
xlstm.layers.0.slstm.causal_conv.conv.weight | mean:  1.81510e+01 | std:  4.34238e+01 | min: -5.76562e+01 | max:  8.35000e+01
xlstm.layers.0.slstm.causal_conv.conv.bias | mean: -3.21667e+02 | std:  4.35290e+02 | min: -7.96500e+02 | max:  5.85000e+01
xlstm.layers.0.slstm.Wz.block.weight     | mean:  3.68356e+01 | std:  9.42263e+02 | min: -4.45200e+03 | max:  6.61600e+03
xlstm.layers.0.slstm.Wz.block.bias       | mean: -8.30571e+01 | std:  1.43351e+03 | min: -4.90400e+03 | max:  3.96000e+03
xlstm.layers.0.slstm.Wi.block.weight     | mean: -4.15495e+00 | std:  5.30029e+01 | min: -3.22250e+02 | max:  2.07500e+02
xlstm.layers.0.slstm.Wi.block.bias       | mean:  2.06884e+01 | std:  2.44894e+02 | min: -8.36000e+02 | max:  1.31000e+03
xlstm.layers.0.slstm.Wf.block.weight     | mean: -9.49734e-01 | std:  6.96207e+01 | min: -2.54000e+02 | max:  2.48500e+02
xlstm.layers.0.slstm.Wf.block.bias       | mean:  5.67492e+00 | std:  3.22172e+02 | min: -9.81500e+02 | max:  1.04400e+03
xlstm.layers.0.slstm.Wo.block.weight     | mean: -2.72244e+00 | std:  1.12514e+02 | min: -4.13250e+02 | max:  4.52250e+02
xlstm.layers.0.slstm.Wo.block.bias       | mean:  1.46884e+00 | std:  1.83732e+02 | min: -5.19500e+02 | max:  5.65000e+02
xlstm.layers.0.slstm.Rz.block.weight     | mean: -7.00260e+00 | std:  6.24728e+02 | min: -4.33200e+03 | max:  3.25200e+03
xlstm.layers.0.slstm.Rz.block.bias       | mean: -8.30571e+01 | std:  1.43351e+03 | min: -4.90400e+03 | max:  3.96000e+03
xlstm.layers.0.slstm.Ri.block.weight     | mean: -4.96308e-01 | std:  1.00702e+02 | min: -7.45500e+02 | max:  8.87000e+02
xlstm.layers.0.slstm.Ri.block.bias       | mean:  2.06884e+01 | std:  2.44894e+02 | min: -8.36000e+02 | max:  1.31000e+03
xlstm.layers.0.slstm.Rf.block.weight     | mean:  1.31670e+00 | std:  1.50732e+02 | min: -1.09500e+03 | max:  1.04000e+03
xlstm.layers.0.slstm.Rf.block.bias       | mean:  5.67492e+00 | std:  3.22172e+02 | min: -9.81500e+02 | max:  1.04400e+03
xlstm.layers.0.slstm.Ro.block.weight     | mean:  7.94059e-02 | std:  7.35836e+01 | min: -3.31750e+02 | max:  3.44000e+02
xlstm.layers.0.slstm.Ro.block.bias       | mean:  1.46884e+00 | std:  1.83732e+02 | min: -5.19500e+02 | max:  5.65000e+02
xlstm.layers.0.mlstm.layer_norm.weight   | mean: -2.26592e+02 | std:  7.69632e+02 | min: -2.23593e+03 | max:  1.73446e+03
xlstm.layers.0.mlstm.layer_norm.bias     | mean:  1.23117e+02 | std:  8.73847e+02 | min: -1.75252e+03 | max:  2.70730e+03
xlstm.layers.0.mlstm.causal_conv.conv.weight | mean:  6.33924e+02 | std:  1.38624e+03 | min: -2.48200e+03 | max:  2.44200e+03
xlstm.layers.0.mlstm.causal_conv.conv.bias | mean: -1.30333e+03 | std:  1.10224e+03 | min: -1.96800e+03 | max: -3.10000e+01
xlstm.layers.0.mlstm.Wk.block.weight     | mean: -2.83304e+01 | std:  5.98150e+02 | min: -4.80800e+03 | max:  3.04200e+03
xlstm.layers.0.mlstm.Wk.block.bias       | mean: -2.39204e+01 | std:  3.38345e+02 | min: -1.63300e+03 | max:  9.00000e+02
xlstm.layers.0.mlstm.Wv.block.weight     | mean:  1.23129e+01 | std:  5.53902e+02 | min: -3.52800e+03 | max:  4.12000e+03
xlstm.layers.0.mlstm.Wv.block.bias       | mean: -4.48173e+01 | std:  7.60974e+02 | min: -3.08400e+03 | max:  2.72200e+03
xlstm.layers.0.mlstm.Wi.weight           | mean: -7.49885e+00 | std:  9.19569e+01 | min: -8.23500e+02 | max:  6.06000e+02
xlstm.layers.0.mlstm.Wi.bias             | mean: -5.62257e+00 | std:  4.95407e+01 | min: -2.83000e+02 | max:  1.38500e+02
xlstm.layers.0.mlstm.Wf.weight           | mean: -1.46729e+01 | std:  2.07258e+02 | min: -1.28500e+03 | max:  1.35500e+03
xlstm.layers.0.mlstm.Wf.bias             | mean: -1.15638e+01 | std:  1.12102e+02 | min: -2.72250e+02 | max:  3.01250e+02
xlstm.layers.0.mlstm.Wo.weight           | mean: -2.38305e+00 | std:  1.17951e+02 | min: -5.26500e+02 | max:  4.51250e+02
xlstm.layers.0.mlstm.Wo.bias             | mean: -1.45194e+01 | std:  1.94934e+02 | min: -4.56250e+02 | max:  6.10000e+02
classifier.weight                        | mean:  2.93935e-03 | std:  3.50649e+02 | min: -1.44900e+03 | max:  1.25600e+03
classifier.bias                          | mean: -8.12500e-02 | std:  7.14047e+02 | min: -1.21800e+03 | max:  1.07100e+03

[Gradient Statistics for Epoch 23]
xlstm.layers.0.slstm.layer_norm.weight   | mean:  2.53845e+00 | std:  2.32406e+01 | min: -5.09164e+01 | max:  5.84433e+01
xlstm.layers.0.slstm.layer_norm.bias     | mean: -3.33994e+01 | std:  3.39181e+01 | min: -7.42815e+01 | max:  2.10856e+01
xlstm.layers.0.slstm.causal_conv.conv.weight | mean:  6.54184e+01 | std:  5.95776e+01 | min: -1.65156e+01 | max:  1.28500e+02
xlstm.layers.0.slstm.causal_conv.conv.bias | mean:  6.71250e+02 | std:  7.49720e+02 | min: -1.93250e+02 | max:  1.14300e+03
xlstm.layers.0.slstm.Wz.block.weight     | mean: -3.14996e+00 | std:  6.47319e+02 | min: -3.79600e+03 | max:  3.25800e+03
xlstm.layers.0.slstm.Wz.block.bias       | mean:  9.92114e+00 | std:  8.63779e+02 | min: -2.64200e+03 | max:  2.09200e+03
xlstm.layers.0.slstm.Wi.block.weight     | mean:  1.05679e+01 | std:  3.58779e+01 | min: -1.17938e+02 | max:  1.18312e+02
xlstm.layers.0.slstm.Wi.block.bias       | mean: -4.86694e+01 | std:  1.65273e+02 | min: -4.87250e+02 | max:  4.73250e+02
xlstm.layers.0.slstm.Wf.block.weight     | mean:  1.31866e+01 | std:  4.87199e+01 | min: -1.49500e+02 | max:  1.84375e+02
xlstm.layers.0.slstm.Wf.block.bias       | mean: -6.03425e+01 | std:  2.24807e+02 | min: -7.44500e+02 | max:  6.06000e+02
xlstm.layers.0.slstm.Wo.block.weight     | mean: -2.55896e+00 | std:  7.80708e+01 | min: -2.96000e+02 | max:  2.90750e+02
xlstm.layers.0.slstm.Wo.block.bias       | mean: -5.35743e+01 | std:  1.25591e+02 | min: -4.13250e+02 | max:  2.49875e+02
xlstm.layers.0.slstm.Rz.block.weight     | mean: -8.70548e+00 | std:  4.20041e+02 | min: -3.10000e+03 | max:  2.63200e+03
xlstm.layers.0.slstm.Rz.block.bias       | mean:  9.92114e+00 | std:  8.63779e+02 | min: -2.64200e+03 | max:  2.09200e+03
xlstm.layers.0.slstm.Ri.block.weight     | mean: -2.40307e+00 | std:  6.59874e+01 | min: -4.92500e+02 | max:  4.95500e+02
xlstm.layers.0.slstm.Ri.block.bias       | mean: -4.86694e+01 | std:  1.65273e+02 | min: -4.87250e+02 | max:  4.73250e+02
xlstm.layers.0.slstm.Rf.block.weight     | mean: -1.38517e+00 | std:  1.00180e+02 | min: -6.18000e+02 | max:  7.70000e+02
xlstm.layers.0.slstm.Rf.block.bias       | mean: -6.03425e+01 | std:  2.24807e+02 | min: -7.44500e+02 | max:  6.06000e+02
xlstm.layers.0.slstm.Ro.block.weight     | mean: -2.22295e+00 | std:  5.47690e+01 | min: -2.18375e+02 | max:  2.64750e+02
xlstm.layers.0.slstm.Ro.block.bias       | mean: -5.35743e+01 | std:  1.25591e+02 | min: -4.13250e+02 | max:  2.49875e+02
xlstm.layers.0.mlstm.layer_norm.weight   | mean: -7.49968e+01 | std:  6.51581e+02 | min: -1.64407e+03 | max:  1.44997e+03
xlstm.layers.0.mlstm.layer_norm.bias     | mean:  1.01139e+02 | std:  6.60411e+02 | min: -1.03540e+03 | max:  2.10761e+03
xlstm.layers.0.mlstm.causal_conv.conv.weight | mean:  4.91431e+02 | std:  1.24844e+03 | min: -1.33200e+03 | max:  2.24600e+03
xlstm.layers.0.mlstm.causal_conv.conv.bias | mean: -5.62750e+02 | std:  3.01830e+02 | min: -7.72000e+02 | max: -2.16750e+02
xlstm.layers.0.mlstm.Wk.block.weight     | mean:  3.20174e+00 | std:  3.64941e+02 | min: -1.71900e+03 | max:  2.75800e+03
xlstm.layers.0.mlstm.Wk.block.bias       | mean:  1.39420e-01 | std:  2.00777e+02 | min: -4.95250e+02 | max:  1.03900e+03
xlstm.layers.0.mlstm.Wv.block.weight     | mean: -1.61865e+01 | std:  3.91583e+02 | min: -3.79400e+03 | max:  3.09200e+03
xlstm.layers.0.mlstm.Wv.block.bias       | mean:  2.70573e+00 | std:  5.58551e+02 | min: -3.11000e+03 | max:  1.98300e+03
xlstm.layers.0.mlstm.Wi.weight           | mean:  2.96997e-01 | std:  6.93671e+01 | min: -4.19750e+02 | max:  4.80500e+02
xlstm.layers.0.mlstm.Wi.bias             | mean: -2.84760e-01 | std:  3.71277e+01 | min: -1.82750e+02 | max:  1.17625e+02
xlstm.layers.0.mlstm.Wf.weight           | mean: -2.28918e+01 | std:  1.50245e+02 | min: -9.47000e+02 | max:  6.05000e+02
xlstm.layers.0.mlstm.Wf.bias             | mean: -1.73708e+01 | std:  7.94576e+01 | min: -2.64500e+02 | max:  1.40375e+02
xlstm.layers.0.mlstm.Wo.weight           | mean: -3.67925e+00 | std:  8.62408e+01 | min: -3.58500e+02 | max:  3.45750e+02
xlstm.layers.0.mlstm.Wo.bias             | mean: -6.43930e+01 | std:  1.31058e+02 | min: -4.66500e+02 | max:  2.34750e+02
classifier.weight                        | mean:  3.00344e-03 | std:  3.76788e+02 | min: -1.36700e+03 | max:  1.55300e+03
classifier.bias                          | mean: -5.83333e-02 | std:  8.80318e+02 | min: -2.70200e+03 | max:  1.82800e+03

[Gradient Statistics for Epoch 24]
xlstm.layers.0.slstm.layer_norm.weight   | mean: -1.55988e+00 | std:  2.41814e+01 | min: -7.04513e+01 | max:  5.56292e+01
xlstm.layers.0.slstm.layer_norm.bias     | mean: -4.40062e-01 | std:  2.36502e+01 | min: -5.34397e+01 | max:  4.41387e+01
xlstm.layers.0.slstm.causal_conv.conv.weight | mean:  1.05773e+01 | std:  1.75533e+01 | min: -1.48750e+01 | max:  3.58750e+01
xlstm.layers.0.slstm.causal_conv.conv.bias | mean:  2.01667e+01 | std:  5.31693e+02 | min: -3.10250e+02 | max:  6.33500e+02
xlstm.layers.0.slstm.Wz.block.weight     | mean:  5.94660e+01 | std:  6.80435e+02 | min: -3.34200e+03 | max:  4.35600e+03
xlstm.layers.0.slstm.Wz.block.bias       | mean:  1.26509e+02 | std:  1.13086e+03 | min: -3.55200e+03 | max:  3.42200e+03
xlstm.layers.0.slstm.Wi.block.weight     | mean:  5.98496e+00 | std:  3.01709e+01 | min: -6.00938e+01 | max:  1.19750e+02
xlstm.layers.0.slstm.Wi.block.bias       | mean: -2.82002e+01 | std:  1.41603e+02 | min: -5.04250e+02 | max:  2.36125e+02
xlstm.layers.0.slstm.Wf.block.weight     | mean:  4.48970e+00 | std:  4.83663e+01 | min: -1.48000e+02 | max:  1.54750e+02
xlstm.layers.0.slstm.Wf.block.bias       | mean: -2.11620e+01 | std:  2.28133e+02 | min: -6.59000e+02 | max:  5.94500e+02
xlstm.layers.0.slstm.Wo.block.weight     | mean:  8.73260e-01 | std:  7.76694e+01 | min: -3.78500e+02 | max:  3.36000e+02
xlstm.layers.0.slstm.Wo.block.bias       | mean: -3.60881e+01 | std:  1.08797e+02 | min: -4.22250e+02 | max:  2.69000e+02
xlstm.layers.0.slstm.Rz.block.weight     | mean:  7.98229e+00 | std:  5.17344e+02 | min: -2.47200e+03 | max:  2.94400e+03
xlstm.layers.0.slstm.Rz.block.bias       | mean:  1.26509e+02 | std:  1.13086e+03 | min: -3.55200e+03 | max:  3.42200e+03
xlstm.layers.0.slstm.Ri.block.weight     | mean: -1.29744e-01 | std:  6.40101e+01 | min: -2.93250e+02 | max:  2.75000e+02
xlstm.layers.0.slstm.Ri.block.bias       | mean: -2.82002e+01 | std:  1.41603e+02 | min: -5.04250e+02 | max:  2.36125e+02
xlstm.layers.0.slstm.Rf.block.weight     | mean:  7.03990e-01 | std:  1.09342e+02 | min: -6.24500e+02 | max:  7.17000e+02
xlstm.layers.0.slstm.Rf.block.bias       | mean: -2.11620e+01 | std:  2.28133e+02 | min: -6.59000e+02 | max:  5.94500e+02
xlstm.layers.0.slstm.Ro.block.weight     | mean:  1.82228e-01 | std:  5.54102e+01 | min: -2.45125e+02 | max:  2.86250e+02
xlstm.layers.0.slstm.Ro.block.bias       | mean: -3.60881e+01 | std:  1.08797e+02 | min: -4.22250e+02 | max:  2.69000e+02
xlstm.layers.0.mlstm.layer_norm.weight   | mean: -3.91387e+01 | std:  4.72965e+02 | min: -1.07046e+03 | max:  1.16995e+03
xlstm.layers.0.mlstm.layer_norm.bias     | mean: -3.94136e+00 | std:  4.97008e+02 | min: -9.54660e+02 | max:  1.68273e+03
xlstm.layers.0.mlstm.causal_conv.conv.weight | mean:  3.99861e+01 | std:  1.09082e+03 | min: -1.11100e+03 | max:  1.89800e+03
xlstm.layers.0.mlstm.causal_conv.conv.bias | mean: -3.14552e+02 | std:  5.39095e+02 | min: -9.35000e+02 | max:  3.93438e+01
xlstm.layers.0.mlstm.Wk.block.weight     | mean: -7.13633e+00 | std:  3.22919e+02 | min: -2.22800e+03 | max:  1.45000e+03
xlstm.layers.0.mlstm.Wk.block.bias       | mean: -6.95741e+00 | std:  1.68518e+02 | min: -6.30500e+02 | max:  3.25750e+02
xlstm.layers.0.mlstm.Wv.block.weight     | mean: -1.16847e+01 | std:  3.52345e+02 | min: -2.06600e+03 | max:  2.51400e+03
xlstm.layers.0.mlstm.Wv.block.bias       | mean: -6.59712e+01 | std:  5.67580e+02 | min: -2.35600e+03 | max:  1.90200e+03
xlstm.layers.0.mlstm.Wi.weight           | mean:  6.38349e+00 | std:  7.16637e+01 | min: -6.52500e+02 | max:  9.63000e+02
xlstm.layers.0.mlstm.Wi.bias             | mean:  4.06222e+00 | std:  3.36900e+01 | min: -8.86250e+01 | max:  1.62250e+02
xlstm.layers.0.mlstm.Wf.weight           | mean: -1.05939e+00 | std:  2.14867e+02 | min: -1.46400e+03 | max:  1.66500e+03
xlstm.layers.0.mlstm.Wf.bias             | mean: -2.44476e-01 | std:  1.18173e+02 | min: -3.33250e+02 | max:  6.35000e+02
xlstm.layers.0.mlstm.Wo.weight           | mean:  9.55609e-01 | std:  8.26390e+01 | min: -4.38000e+02 | max:  3.94500e+02
xlstm.layers.0.mlstm.Wo.bias             | mean: -5.65423e+01 | std:  1.23003e+02 | min: -3.45750e+02 | max:  2.71750e+02
classifier.weight                        | mean: -2.15448e-03 | std:  2.97812e+02 | min: -1.16300e+03 | max:  1.07800e+03
classifier.bias                          | mean: -1.04167e-02 | std:  4.51620e+02 | min: -1.05500e+03 | max:  8.34000e+02

[Gradient Statistics for Epoch 25]
xlstm.layers.0.slstm.layer_norm.weight   | mean:  1.93427e+00 | std:  2.69598e+01 | min: -4.65180e+01 | max:  8.82101e+01
xlstm.layers.0.slstm.layer_norm.bias     | mean: -3.24700e+01 | std:  2.12827e+01 | min: -6.41578e+01 | max: -4.28486e-02
xlstm.layers.0.slstm.causal_conv.conv.weight | mean:  5.41250e+01 | std:  2.84563e+01 | min:  1.07188e+01 | max:  8.79375e+01
xlstm.layers.0.slstm.causal_conv.conv.bias | mean:  6.95125e+02 | std:  4.51004e+02 | min:  1.79375e+02 | max:  1.01550e+03
xlstm.layers.0.slstm.Wz.block.weight     | mean: -5.49419e-01 | std:  6.57879e+02 | min: -3.98800e+03 | max:  3.50800e+03
xlstm.layers.0.slstm.Wz.block.bias       | mean: -9.01789e+01 | std:  9.69738e+02 | min: -3.21400e+03 | max:  2.29400e+03
xlstm.layers.0.slstm.Wi.block.weight     | mean:  6.21769e+00 | std:  3.19027e+01 | min: -1.35125e+02 | max:  7.81875e+01
xlstm.layers.0.slstm.Wi.block.bias       | mean: -2.93822e+01 | std:  1.50158e+02 | min: -3.35250e+02 | max:  5.73000e+02
xlstm.layers.0.slstm.Wf.block.weight     | mean:  1.51607e+01 | std:  4.65472e+01 | min: -1.50125e+02 | max:  1.97875e+02
xlstm.layers.0.slstm.Wf.block.bias       | mean: -7.08830e+01 | std:  2.18250e+02 | min: -8.12500e+02 | max:  6.44000e+02
xlstm.layers.0.slstm.Wo.block.weight     | mean:  8.94316e-01 | std:  9.01135e+01 | min: -4.40500e+02 | max:  3.60750e+02
xlstm.layers.0.slstm.Wo.block.bias       | mean: -2.99420e+01 | std:  1.04237e+02 | min: -3.30500e+02 | max:  2.02750e+02
xlstm.layers.0.slstm.Rz.block.weight     | mean:  2.91722e+00 | std:  4.08625e+02 | min: -2.04700e+03 | max:  2.14600e+03
xlstm.layers.0.slstm.Rz.block.bias       | mean: -9.01789e+01 | std:  9.69738e+02 | min: -3.21400e+03 | max:  2.29400e+03
xlstm.layers.0.slstm.Ri.block.weight     | mean: -3.57633e-02 | std:  7.07484e+01 | min: -4.36500e+02 | max:  5.45000e+02
xlstm.layers.0.slstm.Ri.block.bias       | mean: -2.93822e+01 | std:  1.50158e+02 | min: -3.35250e+02 | max:  5.73000e+02
xlstm.layers.0.slstm.Rf.block.weight     | mean: -1.37819e+00 | std:  1.08133e+02 | min: -6.10500e+02 | max:  5.17500e+02
xlstm.layers.0.slstm.Rf.block.bias       | mean: -7.08830e+01 | std:  2.18250e+02 | min: -8.12500e+02 | max:  6.44000e+02
xlstm.layers.0.slstm.Ro.block.weight     | mean: -3.36466e-01 | std:  5.70345e+01 | min: -2.31875e+02 | max:  2.27750e+02
xlstm.layers.0.slstm.Ro.block.bias       | mean: -2.99420e+01 | std:  1.04237e+02 | min: -3.30500e+02 | max:  2.02750e+02
xlstm.layers.0.mlstm.layer_norm.weight   | mean: -6.87240e+01 | std:  7.52715e+02 | min: -2.41661e+03 | max:  1.33064e+03
xlstm.layers.0.mlstm.layer_norm.bias     | mean:  3.74715e+01 | std:  7.71748e+02 | min: -1.63901e+03 | max:  1.99935e+03
xlstm.layers.0.mlstm.causal_conv.conv.weight | mean:  3.74762e+02 | std:  1.21342e+03 | min: -1.38900e+03 | max:  2.41000e+03
xlstm.layers.0.mlstm.causal_conv.conv.bias | mean: -8.44167e+02 | std:  1.11495e+03 | min: -1.77500e+03 | max:  3.91500e+02
xlstm.layers.0.mlstm.Wk.block.weight     | mean: -6.23243e+01 | std:  4.63680e+02 | min: -4.43200e+03 | max:  3.27400e+03
xlstm.layers.0.mlstm.Wk.block.bias       | mean: -4.86081e+01 | std:  2.57557e+02 | min: -1.61100e+03 | max:  7.55000e+02
xlstm.layers.0.mlstm.Wv.block.weight     | mean:  1.34502e+01 | std:  3.33267e+02 | min: -2.16800e+03 | max:  2.11400e+03
xlstm.layers.0.mlstm.Wv.block.bias       | mean: -3.15283e+00 | std:  4.17799e+02 | min: -1.00050e+03 | max:  1.18300e+03
xlstm.layers.0.mlstm.Wi.weight           | mean:  3.07431e+00 | std:  7.45269e+01 | min: -3.84000e+02 | max:  6.92500e+02
xlstm.layers.0.mlstm.Wi.bias             | mean:  1.96615e+00 | std:  3.25205e+01 | min: -1.00438e+02 | max:  9.95000e+01
xlstm.layers.0.mlstm.Wf.weight           | mean: -4.50596e+01 | std:  1.83871e+02 | min: -1.22600e+03 | max:  7.15000e+02
xlstm.layers.0.mlstm.Wf.bias             | mean: -3.44025e+01 | std:  9.46083e+01 | min: -4.12500e+02 | max:  1.23062e+02
xlstm.layers.0.mlstm.Wo.weight           | mean:  4.00321e-01 | std:  9.95133e+01 | min: -4.06000e+02 | max:  4.39250e+02
xlstm.layers.0.mlstm.Wo.bias             | mean: -5.13437e+01 | std:  1.20583e+02 | min: -4.58500e+02 | max:  2.38000e+02
classifier.weight                        | mean: -1.33635e-03 | std:  3.71467e+02 | min: -1.57700e+03 | max:  1.66600e+03
classifier.bias                          | mean: -2.65625e-02 | std:  5.68633e+02 | min: -1.92100e+03 | max:  7.67000e+02

[Gradient Statistics for Epoch 26]
xlstm.layers.0.slstm.layer_norm.weight   | mean:  1.98592e+00 | std:  3.63168e+01 | min: -8.96115e+01 | max:  7.94177e+01
xlstm.layers.0.slstm.layer_norm.bias     | mean: -3.41282e+01 | std:  2.90609e+01 | min: -9.22408e+01 | max:  1.89043e+01
xlstm.layers.0.slstm.causal_conv.conv.weight | mean:  5.18845e+01 | std:  4.01315e+01 | min:  6.71094e+00 | max:  1.14250e+02
xlstm.layers.0.slstm.causal_conv.conv.bias | mean:  7.22583e+02 | std:  6.42034e+02 | min:  2.96250e+02 | max:  1.46100e+03
xlstm.layers.0.slstm.Wz.block.weight     | mean: -2.54439e+01 | std:  1.08382e+03 | min: -8.94400e+03 | max:  8.52800e+03
xlstm.layers.0.slstm.Wz.block.bias       | mean:  1.77197e+02 | std:  1.43199e+03 | min: -3.26600e+03 | max:  6.48400e+03
xlstm.layers.0.slstm.Wi.block.weight     | mean:  3.64349e+00 | std:  4.64232e+01 | min: -2.35625e+02 | max:  1.16625e+02
xlstm.layers.0.slstm.Wi.block.bias       | mean: -1.71179e+01 | std:  2.18114e+02 | min: -4.87750e+02 | max:  9.49000e+02
xlstm.layers.0.slstm.Wf.block.weight     | mean:  1.29046e+01 | std:  6.55721e+01 | min: -2.40125e+02 | max:  2.71000e+02
xlstm.layers.0.slstm.Wf.block.bias       | mean: -6.10858e+01 | std:  3.07472e+02 | min: -1.06700e+03 | max:  9.86500e+02
xlstm.layers.0.slstm.Wo.block.weight     | mean:  1.58786e+00 | std:  1.03209e+02 | min: -5.23500e+02 | max:  4.80500e+02
xlstm.layers.0.slstm.Wo.block.bias       | mean: -4.91424e+01 | std:  1.51633e+02 | min: -4.66750e+02 | max:  3.27000e+02
xlstm.layers.0.slstm.Rz.block.weight     | mean:  2.71937e+00 | std:  6.37988e+02 | min: -4.08200e+03 | max:  4.26400e+03
xlstm.layers.0.slstm.Rz.block.bias       | mean:  1.77197e+02 | std:  1.43199e+03 | min: -3.26600e+03 | max:  6.48400e+03
xlstm.layers.0.slstm.Ri.block.weight     | mean: -1.77821e+00 | std:  9.63805e+01 | min: -7.06000e+02 | max:  9.08000e+02
xlstm.layers.0.slstm.Ri.block.bias       | mean: -1.71179e+01 | std:  2.18114e+02 | min: -4.87750e+02 | max:  9.49000e+02
xlstm.layers.0.slstm.Rf.block.weight     | mean: -2.49435e+00 | std:  1.40404e+02 | min: -1.01700e+03 | max:  9.93000e+02
xlstm.layers.0.slstm.Rf.block.bias       | mean: -6.10858e+01 | std:  3.07472e+02 | min: -1.06700e+03 | max:  9.86500e+02
xlstm.layers.0.slstm.Ro.block.weight     | mean: -2.25271e+00 | std:  6.68853e+01 | min: -2.77750e+02 | max:  2.53125e+02
xlstm.layers.0.slstm.Ro.block.bias       | mean: -4.91424e+01 | std:  1.51633e+02 | min: -4.66750e+02 | max:  3.27000e+02
xlstm.layers.0.mlstm.layer_norm.weight   | mean: -1.55171e+02 | std:  8.43619e+02 | min: -2.02600e+03 | max:  1.54601e+03
xlstm.layers.0.mlstm.layer_norm.bias     | mean:  1.47916e+01 | std:  7.93594e+02 | min: -2.01123e+03 | max:  3.00284e+03
xlstm.layers.0.mlstm.causal_conv.conv.weight | mean: -7.17083e+01 | std:  1.70373e+03 | min: -2.39000e+03 | max:  2.99400e+03
xlstm.layers.0.mlstm.causal_conv.conv.bias | mean: -6.97625e+02 | std:  1.62500e+03 | min: -2.57400e+03 | max:  2.46750e+02
xlstm.layers.0.mlstm.Wk.block.weight     | mean:  6.43074e+01 | std:  7.40804e+02 | min: -6.37600e+03 | max:  7.62000e+03
xlstm.layers.0.mlstm.Wk.block.bias       | mean:  4.40714e+01 | std:  3.78894e+02 | min: -1.24800e+03 | max:  1.88600e+03
xlstm.layers.0.mlstm.Wv.block.weight     | mean:  3.68894e+01 | std:  5.25845e+02 | min: -4.17600e+03 | max:  4.47200e+03
xlstm.layers.0.mlstm.Wv.block.bias       | mean: -8.61812e+01 | std:  7.53046e+02 | min: -2.91200e+03 | max:  1.55300e+03
xlstm.layers.0.mlstm.Wi.weight           | mean:  1.64879e+00 | std:  1.23393e+02 | min: -1.53300e+03 | max:  1.42100e+03
xlstm.layers.0.mlstm.Wi.bias             | mean:  7.19340e-01 | std:  5.86076e+01 | min: -2.05375e+02 | max:  2.38000e+02
xlstm.layers.0.mlstm.Wf.weight           | mean: -2.36402e+01 | std:  2.05342e+02 | min: -1.63300e+03 | max:  1.16100e+03
xlstm.layers.0.mlstm.Wf.bias             | mean: -1.62502e+01 | std:  1.08889e+02 | min: -3.97750e+02 | max:  2.98500e+02
xlstm.layers.0.mlstm.Wo.weight           | mean:  3.91755e-01 | std:  1.10636e+02 | min: -4.79000e+02 | max:  5.64000e+02
xlstm.layers.0.mlstm.Wo.bias             | mean: -7.03294e+01 | std:  1.60502e+02 | min: -6.59000e+02 | max:  3.16250e+02
classifier.weight                        | mean: -3.88133e-03 | std:  3.07901e+02 | min: -1.02600e+03 | max:  1.43600e+03
classifier.bias                          | mean:  9.63542e-03 | std:  5.99820e+02 | min: -1.11500e+03 | max:  1.25600e+03

[Gradient Statistics for Epoch 27]
xlstm.layers.0.slstm.layer_norm.weight   | mean:  6.37909e-01 | std:  1.97927e+01 | min: -6.83198e+01 | max:  5.49219e+01
xlstm.layers.0.slstm.layer_norm.bias     | mean: -9.31966e+00 | std:  1.13860e+01 | min: -2.88354e+01 | max:  1.60565e+01
xlstm.layers.0.slstm.causal_conv.conv.weight | mean:  1.68058e+01 | std:  1.06931e+01 | min: -2.13086e+00 | max:  3.16875e+01
xlstm.layers.0.slstm.causal_conv.conv.bias | mean:  1.95208e+02 | std:  2.39201e+02 | min: -6.91250e+01 | max:  3.96750e+02
xlstm.layers.0.slstm.Wz.block.weight     | mean: -8.87833e-02 | std:  6.68528e+02 | min: -3.99000e+03 | max:  4.36800e+03
xlstm.layers.0.slstm.Wz.block.bias       | mean: -1.43428e+02 | std:  9.73009e+02 | min: -2.35400e+03 | max:  3.42000e+03
xlstm.layers.0.slstm.Wi.block.weight     | mean:  4.22235e+00 | std:  3.05466e+01 | min: -8.81250e+01 | max:  1.22938e+02
xlstm.layers.0.slstm.Wi.block.bias       | mean: -1.94818e+01 | std:  1.39479e+02 | min: -5.15500e+02 | max:  3.51500e+02
xlstm.layers.0.slstm.Wf.block.weight     | mean:  3.72695e+00 | std:  4.75348e+01 | min: -1.46875e+02 | max:  1.85625e+02
xlstm.layers.0.slstm.Wf.block.bias       | mean: -1.73478e+01 | std:  2.17815e+02 | min: -7.74500e+02 | max:  6.07500e+02
xlstm.layers.0.slstm.Wo.block.weight     | mean:  1.54897e+00 | std:  8.61607e+01 | min: -3.31750e+02 | max:  4.58500e+02
xlstm.layers.0.slstm.Wo.block.bias       | mean: -2.79564e+01 | std:  1.21353e+02 | min: -3.18250e+02 | max:  2.91000e+02
